,address,area,building_year,facts,heizkosten,image,kaltmiete,kaution,keywords,nebenkosten,num_rooms,online_id,parking,text_ausstattung,text_description,text_lage,text_sonstiges,text_summary,title,url,warmmiete,postcode,Balcony_Terrace,Elevator
80,10719 Berlin (Wilmersdorf),300.0,Baujahr 1912,"Balkon, Gäste WC, Kelleranteil, Personenaufzug, Einbauküche, Zentralheizung",900 €,https://media-pics1.immowelt.org/7/8/D/5/F88EE377AA85487A942604B6ADA65D87.jpg,4350.0,3,"Anzahl der Schlafzimmer: 5, Anzahl der Badezimmer: 2, Anzahl Balkone: 1, Anzahl der Wohn-Schlafzimmer: 7, 5 Etagen, Wohnungsnr.: VH 3.OG li",900,7.0,2v45d4e,,"Schon der Eingangsbereich des Hauses spricht für sich: In äußerster Feinarbeit und mit viel Liebe zum Detail wurden die alten Stuck-Elemente und Verzierungen hergestellt und farbig dezent hervorgehoben. Dieser Aufwand findet sich auch in der Wohnung wieder.
Die extravagante 7 Zimmer- Wohnung befindet sich im 3. Obergeschoss auf der linken Seite, welche man bequem über einen Aufzug erreicht. Auch die Wohnung selbst überzeugt durch ihre gehobene Ausstattung.
- gespachtelte Wände und Decken
- große Flügeltüren mit Dekorglasscheiben zu den Livingroom´s
- 2 Badezimmer vorhanden (Dusche, Badewanne, Eckbadewanne, ect)
- Gäste-WC
- Berliner- Zimmer (Durchgangszimmer)
- aufwendig restaurierter Stuck in den Livingroom´s
- großzügige Wohnküche mit Einbauküche
- gewachtes/ geöltes Parkett in den Zimmern
- Ankleidezimmer
- Spots in den Bad- und Flurdecken
- Telefon- und TV- Dosen in den Zimmern
- Heizkörper sind mit Blenden verkleidet
- Masterbedroom mit Bad und Ankleideraum  und Balkon zum Hof
Insgesamt wurden bei der Sanierung weder Kosten noch Mühen gescheut. Das Ergebnis ist eine Wohnung, die an Individualität und Repräsentativität sehr selten zu finden ist und auch gehobenen Ansprüchen gerecht wird.",,,"Die Wohnung wird mit einem Jahr Kündigungsausschluss angeboten. Ein Fahrzeugstellplatz ist in unmittelbarer Nähe an mietbar.
- 2 Balkone
- Parkett
- 2 Bäder
- Gäste-WC
- Stuck
- Ankleidezimmer
- Einbauküche
- Concierge im Haus
Weitere Angebote gerne auf Anfrage oder unter www.okimmobilien.de !",Exklusive 7 Zimmer- Wohnung in Wilmersdorf mit Concierge,Exklusive 7 Zimmer- Wohnung in Wilmersdorf mit Concierge Etagenwohnung Berlin (2V45D4E) ,https://www.immowelt.de/expose/2v45d4e,900 €,10719,True,True
81,"12247 Berlin (Lankwitz), Mühlenstr. 10a",52.5,Baujahr 1997,"Bad mit Wanne, Zentralheizung",,https://media-pics1.immowelt.org/7/A/E/5/D0B6088B9DED465C8110ABFE9AE75EA7.jpg,656.0,1968,,190,,2vv6a4e,,,"Schöne 2-Zimmerwohnung im 1. OG oben links zu vermieten
Für die Anmiete der Wohnung ist eine positive Bonitätsauskunft und ein Monatsnettogehalt von 3500 Euro (unbefristete Festanstellung) erforderlich.",,,Schöne 2-Zimmer-Wohnung in Berlin zu vermieten,Schöne 2-Zimmer-Wohnung in Berlin zu vermieten Etagenwohnung Berlin (2VV6A4E) ,https://www.immowelt.de/expose/2vv6a4e,190 €,12247,False,False
82,10719 Berlin (Wilmersdorf),300.0,Baujahr 1912,"Balkon, Gäste WC, Kelleranteil, Personenaufzug, Einbauküche, Zentralheizung",900 €,https://media-pics1.immowelt.org/2/5/7/E/B564A8FAD3AA4A6694B26BB62EF0E752.jpg,4500.0,3,"Anzahl der Schlafzimmer: 5, Anzahl der Badezimmer: 2, Anzahl Balkone: 1, Anzahl der Wohn-Schlafzimmer: 7, 5 Etagen, Wohnungsnr.: VH 3.OG li",900,7.0,2vp6d4e,,"Schon der Eingangsbereich des Hauses spricht für sich: In äußerster Feinarbeit und mit viel Liebe zum Detail wurden die alten Stuck-Elemente und Verzierungen hergestellt und farbig dezent hervorgehoben. Dieser Aufwand findet sich auch in der Wohnung wieder.
Die extravagante 7 Zimmer- Wohnung befindet sich im 4. Obergeschoss auf der linken Seite, welche man bequem über einen Aufzug erreicht. Auch die Wohnung selbst überzeugt durch ihre gehobene Ausstattung.
- gespachtelte Wände und Decken
- große Flügeltüren mit Dekorglasscheiben zu den Livingroom´s
- 2 Badezimmer vorhanden (Dusche, Badewanne, Eckbadewanne, ect)
- Gäste-WC
- Berliner- Zimmer (Durchgangszimmer)
- aufwendig restaurierter Stuck in den Livingroom´s
- großzügige Wohnküche mit Einbauküche
- gewachtes/ geöltes Parkett in den Zimmern
- Ankleidezimmer
- Spots in den Bad- und Flurdecken
- Telefon- und TV- Dosen in den Zimmern
- Heizkörper sind mit Blenden verkleidet
- Masterbedroom mit Bad und Ankleideraum  und Balkon zum Hof
Insgesamt wurden bei der Sanierung weder Kosten noch Mühen gescheut. Das Ergebnis ist eine Wohnung, die an Individualität und Repräsentativität sehr selten zu finden ist und auch gehobenen Ansprüchen gerecht wird.",,,"Die Wohnung wird mit einem Jahr Kündigungsausschluss angeboten. Ein Fahrzeugstellplatz ist in unmittelbarer Nähe an mietbar.
- 2 Balkone
- Parkett
- 2 Bäder
- Gäste-WC
- Stuck
- Ankleidezimmer
- Einbauküche
- Concierge im Haus
Weitere Angebote gerne auf Anfrage oder unter www.okimmobilien.de !",Worauf Sie die ganze Zeit gewartet haben..!,Worauf Sie die ganze Zeit gewartet haben..! Etagenwohnung Berlin (2VP6D4E) ,https://www.immowelt.de/expose/2vp6d4e,900 €,10719,True,True
83,"14052 Berlin (Westend), Gotha-Allee 28",81.44,Baujahr 1957,"Balkon, Bad mit Wanne, Kelleranteil, Personenaufzug, Einbauküche","143,19 €",https://media-pics2.immowelt.org/9/B/A/D/F8337635C4B749299D46875CF01EDAB9.jpg,1176.81,"3.530,43","Fahrradraum, Anzahl Balkone: 1, 8 Etagen","143,19",3.0,2vlaq4d,,"Allgemein
- Waschmaschine
- verputzte Wände
Küche
- Geschirrspüler",,,"In dem Mietvertrag wird eine Nettokaltmiete in Höhe von 1176.81 Euro vereinbart.
Es wird ausdrücklich darauf hingewiesen, dass vor dem Hintergrund des Berliner Mietendeckels während des Geltungszeitraums des MietenWoG Bln lediglich eine Nettokaltmiete in Höhe von 576.6 Euro  gefordert und entgegengenommen wird.
Die im Mietvertrag vereinbarte Nettokaltmiete in Höhe von 1176.81 Euro wäre dann vollständig zu zahlen, wenn sich die Verfassungswidrigkeit oder sonstige Nichtigkeit des MietenWoG Bln, ganz oder teilweise im Hinblick auf die für die Miete nach dem MietenWoG Bln relevanten Teile, erweisen sollte, dass MietenWoG Bln endet, außer Vollzug gesetzt wird oder in sonstiger Weise außer Kraft tritt.
Bei einer Verfassungswidrigkeit oder sonstigen Nichtigkeit des MietenWoG Bln, ganz oder teilweise im Hinblick auf die für die Miete nach dem MietenWoG Bln relevanten Teile, würde der Vermieter die Differenz zwischen der im Mietvertrag vereinbarten Miete und der nach dem MietenWoG Bln zulässigen Miete seit dem Beginn der Pflicht zur Zahlung der Miete nachfordern.",Wohnung mit Einbauküche und Balkon,Wohnung mit Einbauküche und Balkon Etagenwohnung Berlin (2VLAQ4D) ,https://www.immowelt.de/expose/2vlaq4d,"143,19 €",14052,True,True
84,"13125 Berlin (Buch), Röbellweg 8a/10a",122.85,Baujahr 2020,"Balkon, Gäste WC, Kelleranteil, Einbauküche","196,56 €",https://media-pics2.immowelt.org/D/7/5/E/AE162626D978463DAEA949A16410E57D.jpg,1481.57,"2960,00","Anzahl der Schlafzimmer: 2, Anzahl der Badezimmer: 2, Anzahl Balkone: 1, 3 Etagen, modernisiert: 2020","196,56",4.0,2vqvu4d,,"Ihre großzügige Etagenwohnung ist in allen Wohn- und Schlafräumen mit Echtholz-Eichenparkett ausgestattet. Wer helle Wohnungen mag, wird diese lichtdurchfluteten Räume lieben!
Die offene Markenküche mit Einbaugeräten ist komplett ausgestattet und schafft ein ausgesprochen angenehmes Wohnambiente.  Der Abstellraum schafft Platz und Ordnung. Das Highlight der drei Schlafzimmer ist zweifellos der großzügige Schnitt. Das elegante Tageslichtbad ist mit Badewanne und WC ausgestattet. Das zweite Bad besticht durch eine Dusche und WC.   Besonders bequem ist auch der Waschmaschinenanschluss in Ihrer Wohnung. Der große Balkon stellt höchste Wohn- und Lebensqualität sicher.
Auf Wunsch können Sie sehr gerne zusätzlich einen großzügig bemessenen Stellplatz im Innenhof anmieten.",,,,Vierraumwohnung 122 m² mit Tageslichtbad / Balkon / EBK zum Erstbezug!!!,Vierraumwohnung 122 m² mit Tageslichtbad / Balkon / EBK zum Erstbezug!!! Etagenwohnung Berlin (2VQVU4D) ,https://www.immowelt.de/expose/2vqvu4d,"196,56 €",13125,True,False
85,"13125 Berlin (Buch), Röbellweg 8a/10a",49.79,Baujahr 2020,"Balkon, Kelleranteil, Einbauküche","79,66 €",https://media-pics1.immowelt.org/1/7/A/0/A2C4364E9201427B81514437BC9D0A71.jpg,712.0,"1424,00","Anzahl der Schlafzimmer: 1, Anzahl der Badezimmer: 1, Anzahl Balkone: 1, 3 Etagen, modernisiert: 2020","79,66",1.0,2v5xu4d,,"Ihre großzügige Etagenwohnung ist in allen Wohn- und Schlafräumen mit Echtholz-Eichenparkett ausgestattet. Wer helle Wohnungen mag, wird diese lichtdurchfluteten Räume lieben!
Die offene Markenküche mit Einbaugeräten ist komplett ausgestattet und schafft ein ausgesprochen angenehmes Wohnambiente.  Der Abstellraum schafft Platz und Ordnung. Das Highlight des Schlafzimmers ist zweifellos der großzügige Schnitt. Das elegante Bad ist mit Dusche und WC ausgestattet. Besonders bequem ist auch der Waschmaschinenanschluss in Ihrer Wohnung. Der große Balkon stellt höchste Wohn- und Lebensqualität sicher.
Auf Wunsch können Sie sehr gerne zusätzlich einen großzügig bemessenen Stellplatz im Innenhof anmieten.",,,,Wohntraum auf 49m² // Balkon / EBK zum Erstbezug!!!,Wohntraum auf 49m² // Balkon / EBK zum Erstbezug!!! Etagenwohnung Berlin (2V5XU4D) ,https://www.immowelt.de/expose/2v5xu4d,"79,66 €",13125,True,False
86,14089 Berlin (Kladow),90.2,Baujahr 1998,"Balkon, Garten, Gartenmitbenutzung, Bad mit Wanne, Kelleranteil, renoviert, Einbauküche, Zentralheizung",210 €,https://media-pics1.immowelt.org/0/5/7/C/2FC5B50930E149A488345B16AFE0C750.jpg,900.0,2.700,"Nutzfläche: 90,20 m², Gesamtfläche: 90,20 m², Anzahl der Schlafzimmer: 2, Anzahl der Badezimmer: 1, Anzahl Balkone: 1, Kellerfläche: 21,52 m², Bundesland: Berlin, 2 Etagen, nur Nichtraucher",210,4.5,2v43r4d,,Südbalkon vorhanden,"Die 4,5 Zimmer Dachgeschosswohnung liegt auf 2 Etagen Dachgeschoss und Spitzboden. Im DG befinden sich 2,5 Zimmer, Wohnzimmer mit Balokn , Einbauküche mit Elektrogeräten, Badezimmer mit Dusche und Eckbadewanne, Flur und Arbeitszimmer mit Kleinzimmer . Badezimmer und Flur sind mit Fußbodenheizung ausgestattet. Alle Zimmer haben Parkettfußboden, die Küche und das Badezimmer haben Fliesenfußboden. Im Kellergeschoß stehen 2 separate geflieste Räume zur Verfügung davon eins als Waschküche nutzbar. Zu der Wohnung gehören Garage + Stellplaz und ca. 70 m² großer Gartenanteil. Die Wohnung ist mit Rollläden sowie mit einbruchhemmenden Vorrichtungen an allen Fenstern
u. Türen ausgestattet. Die Wohnung ist mit Kabelanschluß ausgeschtatet.","In unmittelbarer Nähe befinden sich Seen, Wälder. Es handelt sich hier um eine gehobene Wohnlage. Ideal für Familien bzw. 1-2 Ruhe liebende Mieter.
Die Wohnung liegt in schönem 2 Familienhaus, nahe dem Dorfkern von Kladow. Sämtl. Einkaufsmöglichkeiten für den tägl. Bedarf vor Ort (Kladow-Center, etc.), der in ca. 2 Minuten mit dem Auto erreichbar ist, ebenso Schulen, Kitas, Ärzte, Krankenhaus etc.. Polo-, Golf-, Tennis-, Bootsliegeplätze, Dampfer-Anlegestellen in unmittelbarer Nähe In Kladow auch die neu gestaltete Uferpromenade mit diversen Gaststätten, und schönen Wegen zum Spazierengehen und Radfahren entlang der Havel.
In unmittelbarer Nähe ca. 300 m der Groß-Glienicker-See und in ca. 400 m Sakrower-See mit mehreren Badestellen.
Die Spandauer Altstadt mit den Arcaden, dem Fern- S- und U-Bahnhof ist in ca. 15 Minuten mit dem Auto erreichbar. Der BVG-Bus fährt am Ritterfelddamm bzw. Selbitzer Straße.
Die Bushaltestelle ist in ca. 350 m zu erreichen.","Ausstattung:
Heizung Öl
Ausrichtung: Südwest",Schöne DG-Wohnung im 2 Familienhaus m.Südbalkon und Garage.,Schöne DG-Wohnung im 2 Familienhaus m.Südbalkon und Garage. Maisonette Berlin (2V43R4D) ,https://www.immowelt.de/expose/2v43r4d,210 €,14089,True,False
87,"10963 Berlin (Kreuzberg), Stresemannstraße 59",52.84,Baujahr 2019,"Balkon, Personenaufzug, Einbauküche",90 €,https://media-pics2.immowelt.org/F/A/9/8/3EF678DCDA7E4FCF9D3F57CED13989AF.jpg,978.07,"2.868,90","Energieversorgung mit alternativen Energien, Anzahl der Badezimmer: 1, Anzahl Balkone: 1, Bundesland: Berlin",90,2.0,2vd9q4d,,,,,,"Neubau am Anhalter Bahnhof, Duschbad mit Fenster, Balkon, EBK, Fußbodenheizung","Neubau am Anhalter Bahnhof, Duschbad mit Fenster, Balkon, EBK, Fußbodenheizung Etagenwohnung Berlin (2VD9Q4D) ",https://www.immowelt.de/expose/2vd9q4d,"978,07",10963,True,True
88,"13125 Berlin (Buch), Röbellweg 8a/10a",62.77,Baujahr 2020,"Balkon, Kelleranteil, Einbauküche","100,43 €",https://media-pics1.immowelt.org/0/3/7/8/80CCC17A4FEB4B2B8CD63086BE198730.jpg,859.95,"1720,00","Anzahl der Schlafzimmer: 1, Anzahl der Badezimmer: 1, Anzahl Balkone: 1, 3 Etagen, modernisiert: 2020","100,43",2.0,2vgyu4d,,"Ihre großzügige Penthouse-Wohnung ist in allen Wohn- und Schlafräumen mit Echtholz-Eichenparkett ausgestattet. Wer helle Wohnungen mag, wird diese lichtdurchfluteten Räume lieben!
Die offene Markenküche mit Einbaugeräten ist komplett ausgestattet und schafft ein ausgesprochen angenehmes Wohnambiente.  Der Abstellraum schafft Platz und Ordnung. Das Highlight des großzügigen Schlafzimmers ist zweifellos der direkte Zugang zur Dachterrasse. Das elegante Bad ist mit Badewanne und WC ausgestattet.  Besonders bequem ist auch der Waschmaschinenanschluss in Ihrer Wohnung. Die große Dachterrasse stellt höchste Wohn- und Lebensqualität sicher.
Auf Wunsch können Sie sehr gerne zusätzlich einen großzügig bemessenen Stellplatz im Innenhof anmieten.",,,,Wunderschöne 2 Zi. Whg. Inkl. Dachterrasse & EBK zum Erstbezug!!!,Wunderschöne 2 Zi. Whg. Inkl. Dachterrasse & EBK zum Erstbezug!!! Penthouse Berlin (2VGYU4D) ,https://www.immowelt.de/expose/2vgyu4d,"100,43 €",13125,True,False
89,13088 Berlin (Weißensee),58.0,Baujahr 2019,"Terrasse, Garten, Gartenmitbenutzung, Kelleranteil, barrierefrei, Personenaufzug, Einbauküche, Neubau","178,50 €",https://media-pics2.immowelt.org/A/4/3/2/FB533B3C3D21464FA31084EE179D234A.jpg,870.0,2610,Anzahl Terrassen: 1,"178,50",2.0,2vqqn4c,,Siehe Bild.,"Die Wohnung wurde Ende letzten Jahres fertiggestellt und wird seit dem 01. Januar von mir bewohnt.
Die schöne Küche befindet sich im großen Wohnbereich und wird mit einer großen Kochinsel zum Wohn- und Essbereich abgetrennt. Die neuen Möbel können bei Bedarf übernommen werden.",Die schöne 2 Zimmer Wohnung befindet sich in einem ruhigen Innenhof mehrerer Gebäudekomplexe. Der Weißensee ist innerhalb von drei Minuten zu Fuß erreichbar und bietet Möglichkeiten zur Entspannung und zum Baden. Die Tramstation Buschallee (M4) befindet sich zwei Minuten fußläufig von der Wohnung. Mit dieser ist der Alexanderpatz in etwa 20 Minuten erreichbar.,,Hochwertige Wohnoase mit Terasse und Garten in Berlin Weißensee,Hochwertige Wohnoase mit Terasse und Garten in Berlin Weißensee Wohnung Berlin (2VQQN4C) ,https://www.immowelt.de/expose/2vqqn4c,"178,50 €",13088,True,True
90,14055 Berlin (Westend),57.0,Baujahr 1930,"Balkon, Bad mit Wanne, renoviert, Zentralheizung",170 €,https://media-pics1.immowelt.org/5/C/4/6/B79B79F17613427DB16CFBFAAACF64C5.jpg,620.0,1240,Anzahl Balkone: 1,170,2.5,2vu8y4d,,"Die Wohnung ist (teil)möbliert. Unter anderem mit zwei Spiegelschränken, einem Bett, einer Couch mit Sessel, Regalen, Esstisch und Stühlen, Pantryküche und Kühlschrank. Die Möblierung ist in die Kaltmiete eingerechnet.","Schöne möblierte/teilmöblierte 2,5 Zimmer-Wohnung mit Echtholzlaminat, Tageslichtbad, Balkon und Pantryküche (im Eingangsbereich) auf Zeit zu vermieten.
Die Nachbarschaft ist eher ruhig und sehr aufgeschlossen, die Hausbewohner sehr freundlich.
Deshalb suchen wir zuverlässige und nette Mieter*innen.
Fragen beantworten wir gerne, ein Besichtigungstermin wird individuell vereinbart.
(Die Vermietung erfolgt vorerst befristet bis zum 30.11.2021.)","Zur S-Bahn/Bus, aber auch zum Grunewald mit Teufelsberg und Badesee sind es nur wenige Gehminuten. Mit den öffentlichen Verkehrsmitteln erreicht man in 12 Minuten den Zoologischen Garten und in 25 Minuten den Alexanderplatz.
Einkaufsmöglichkeiten sind in der Nähe und auch einige Cafés und Restaurants sind nicht weit entfernt.",,"gemütliche, möblierte 2,5-Zimmer-Wohnung mit Balkon und Wannenbad - natur- und citynah","gemütliche, möblierte 2,5-Zimmer-Wohnung mit Balkon und Wannenbad - natur- und citynah Wohnung Berlin (2VU8Y4D) ",https://www.immowelt.de/expose/2vu8y4d,170 €,14055,True,False
91,"13595 Berlin (Spandau), Plathweg 2",55.19,Baujahr 2020,"Balkon, Kelleranteil, Einbauküche, Zentralheizung, Neubau",83 €,https://media-pics1.immowelt.org/2/3/0/7/0CCEA29E4B574C74984EEBA20EF57032.jpg,960.0,2800,"Anzahl Balkone: 1, Balkon mit Parkblick",83,2.0,2uush4l,,"Die Wohnung ist mit einer Einbauküche incl. Induktionskochfeld, Kühlschrank und Geschirrspüler ausgestattet. Sie verfügt über eine Fussbodenheizung, Laminat, ein automatisches Lüftungssystem und ein Velux-Oberlicht mit Sonnenschutz. Die Holzfenster sind dreifach-verglast, verfügen über einen hohen Schall- und Wärmeschutz und haben einen automatischen Sonnenschutz an der Aussenfassade.
Das Bad ist mit einer Walk in-Dusche ausgestattet und hat einen kleinen Vorraum mit Platz für Waschmaschine und ggbfl. Trockner o.a.. Zusätzlich zum Abstellraum in der Wohnung gibt es noch einen Keller.","In dem bisher nicht ausgebautem Dachraum der Pichelsdorfer Str. 1-5/Plathweg 2 haben wir 7 neue Wohnungen gebaut. Durch eine Aussenwandhöhe von ca. 2,15 m kann man Möbel gut stellen ohne auf das Dachgeschossflair verzichten zu müssen. Bodentiefe Fenster geben viel Licht und ein gutes Raumgefühl. Das Dachgeschoss wurde in Holzbauweise erstellt, der Innenausbau mit Fermazellplatten, Kalkzementputz und ökologischer Keim-Biosil-Farbe vollendet.","Die Pichelsdorfer Str. 3 liegt zentral an der Heerstr. mit Anbindung an Stadt und Land auch mit der BVG. In unmittelbarer Nähe gibt es Einkaufmöglichkeiten (Alnatura, Netto, Blumenladen), Zugang zum Südpark und zur Scharfen Lanke mit viel Wasser und Grünflächen. Spaziergänge bis nach Gatow am Wasser entlang und Radtouren bis nach Potsdam oder woanders hin bieten sich an.",Die Grafiken (pdf) bieten einen Einblick in die Einrichtungsmöglichkeiten. Die Wohnung wird jedoch unmöbliert vermietet.,Hübsches 2-Zimmer-Dachgeschoss mit Parkblick,Hübsches 2-Zimmer-Dachgeschoss mit Parkblick Apartment Berlin (2UUSH4L) ,https://www.immowelt.de/expose/2uush4l?bc=13,83 €,13595,True,False
92,"13583 Berlin (Spandau), Germersheimer Weg 70",44.79,Baujahr 1940,"Balkon, Kelleranteil, Zentralheizung",85 €,https://media-pics1.immowelt.org/5/C/7/5/BDECEEA327C842E79EDF03E364A157C5.jpg,395.5,"976,86",Anzahl Balkone: 1,85,2.0,2vprd4f,,Türsprechanlage; Warmwasserbereiter; Kellerraum; Gas-Zentralheizung; Fassadenvollwärmeschutz; Balkon;,,,"Um einen Besichtigungstermin zu buchen, können Sie jederzeit unter Angabe der Referenz-/Objektnummer 82-1380590004 unseren Chatbot unter bot.vonovia.de erreichen. Sie erreichen uns ebenfalls über WhatsApp oder telefonisch - sehen Sie alle unsere Kontaktwege unter kontakt.vonovia.de.
Bei der dargestellten Miete handelt es sich um die zulässige Grundmiete nach dem Bürgerlichem Gesetzbuch (BGB), insbesondere nach den 556 d ff. BGB (Mietpreisbremse). Gegebenenfalls wird im Rahmen des MietenWoG Bln ein Abschlag gewährt. Wir werden diesen - dann vorläufigen - Abschlag vor Mietvertragsschluss nach den Bestimmungen des MietenWoG Bln beziffern und erläutern. Genauere Informationen erhalten Sie im Rahmen des Mietvertragsabschlusses.
Die Kabelgebühren sind bereits in den Nebenkosten enthalten.
Hinweise darüber, wie die Vonovia Ihre personenbezogenen Daten als Interessent verarbeitet, erhalten Sie unter www.vonovia.de/datenschutzinformation. Alle Angaben in diesem Exposé wurden sorgfältig und so vollständig wie möglich gemacht. Gleichwohl kann das Vorhandensein von Fehlern nicht ausgeschlossen werden. Die Angaben in diesem Exposé erfolgen daher ohne jede Gewähr. Maßgeblich sind die im Mietvertrag geschlossenen Vereinbarungen. Soweit die Grundrissgrafiken Maßangaben und Einrichtungen enthalten, wird auch für diese jegliche Haftung ausgeschlossen. Mietverhandlungen sind ausschließlich über den benannten Ansprechpartner zu führen. Mietpreisänderungen bleiben vorbehalten.
Buchen Sie rund um die Uhr online Ihren Besichtigungstermin unter www.vonovia.de.",2-Zimmer-Wohnung in grüner Lage zum selbst gestalten!,2-Zimmer-Wohnung in grüner Lage zum selbst gestalten! Etagenwohnung Berlin (2VPRD4F) ,https://www.immowelt.de/expose/2vprd4f,85 €,13583,True,False
93,14199 Berlin / Schmargendorf,55.0,Baujahr 2019,"Terrasse, Personenaufzug",,https://media-pics2.immowelt.org/F/7/A/C/29C035A3338F4AFB8562D3DBAF7ECA7F.jpg,1000.0,"3.000,00","Anzahl der Schlafzimmer: 1, Anzahl der Badezimmer: 1, Anzahl Terrassen: 1, 5 Etagen",200,2.0,2v8dp4d,,"-Neubau Erstbezug
-Einbauküche
-Hochwertiges Bad
-Lichtdurchfluteter Wohnbereich
-Großzügiges Schlafzimmer
-Viedeosprechanlage",,,,***Mietwohnung im idyllischen Schmargendorf/Grunewald. Nähe Forckenbeckstraße***,***Mietwohnung im idyllischen Schmargendorf/Grunewald. Nähe Forckenbeckstraße*** Wohnung Berlin / Schmargendorf (2V8DP4D) ,https://www.immowelt.de/expose/2v8dp4d,200 €,14199,True,True
94,"10785 Berlin (Kreuzberg), Schöneberger Ufer 5C",150.0,Baujahr 2019,"Terrasse, Gäste WC, Kelleranteil, Personenaufzug, Einbauküche, Zentralheizung",485 €,https://media-pics1.immowelt.org/4/8/F/3/B838182A28D14524B3CC81F9168B3F84.jpg,2950.0,,"Tiefgarage vorhanden, Nutzfläche: 150,00 m², Gesamtfläche: 150,26 m², Anzahl der Schlafzimmer: 3, Anzahl der Badezimmer: 2, Anzahl Terrassen: 1, Balkon-Terrassen-Fläche: 20,00 m², Bundesland: Berlin, 5 Etagen",485,4.0,2vyd84e,,"Abstellkammer
Einbauküche
Blick ins Grüne
unverbaute Sicht",,,,Spektakulärer Blick über den gesamten Park am Gleisdreieck - Erstbezug im Penthouse!,Spektakulärer Blick über den gesamten Park am Gleisdreieck - Erstbezug im Penthouse! Apartment Berlin (2VYD84E) ,https://www.immowelt.de/expose/2vyd84e,485 €,10785,True,True
95,"13507 Berlin (Tegel), Berliner Str. 105",148.66,Baujahr 1910,"Bad mit Wanne, Dielenboden",234 €,https://media-pics2.immowelt.org/8/0/4/1/27D951F4B2B244E89CA4DF2C05DF1408.jpg,1635.26,,,234,6.0,2vj9h4e,,"Sie betreten eine wunderschöne große 6-Zimmer-Wohnung im ruhigen Seitenflügel eines klassischen Altbauhauses. Die Wohnung ist mit einem Wannenbad und einem separatem Duschbad ausgestattet. Die Fußböden sind mit abgezogener Dielung versehen. Der elegante Altbaucharme ist in jedem Raum sichtbar. Die große Terrasse lädt Sie zum Durchatmen und Entspannen ein.
- große Fenster
- Dielenböden
- gefliestes Wannenbad
- separates Duschbad
- großzügige Terrasse
Art des Energieausweises: bedarfsabhängig / Baujahr: 1910 / Energieträger: Gas / Energiekennwert: 116 kWh
Energieeffizienzklasse: D / Datum: 23.03.2018",,,"Heizungsart: Etagenheizung
Baujahr: 1910
Die Wohnung ist an eine Gasetagenheizung angeschlossen. Der Heizkostenvorschuß wird direkt an den Gasanbieter entrichtet.
Die Kaution beträgt 3 Nettokaltmieten.
Ein Besichtigungstermin kann individuell unter der angegebenen Rufnummer vereinbart werden oder Sie schicken uns ein Kontaktformular. Gern können Sie sich auch wegen weiterer Angebote mit uns in Verbindung setzen.",Ein Traum für jede Familie. Altbaucharme in Tegel!,Ein Traum für jede Familie. Altbaucharme in Tegel! Wohnung Berlin (2VJ9H4E) ,https://www.immowelt.de/expose/2vj9h4e,234 €,13507,False,False
96,"12627 Berlin (Hellersdorf), Henny-Porten-Str. 6",58.04,Baujahr 1996,"Balkon, Bad mit Wanne, Kelleranteil, Einbauküche",172 €,https://media-pics2.immowelt.org/8/A/2/D/7FCDAF1F79424D3D81FF71102BE6D2A8.jpg,579.0,"1.737,00","Anzahl Balkone: 1, modernisiert",172,2.0,2vwcz4d,,"- Balkon
- PVC Bodenbelag in den Räumen
- Küche mit Fenster
- EBK
- Anschlüsse für Waschmaschine und Geschirrspüler
- Wannenbad mit Fenster
- Kabelanschluss
- Keller
!Besichtigungstermine werden nur auf Anfrage über das Kontaktformular (Anbieter kontaktieren oder Nachricht senden) vergeben.!
- Zusätzliche Merkmale: Bad mit Fenster, Fernwärme, Küche mit Fenster",,,"Dieses Mietverhältnis fällt unter den Anwendungsbereich des MietenWoG Bln. Während des Geltungszeitraums des MietenWoG Bln wird von der oben genannten Miete nur der Betrag gefordert, welcher nach den Regelungen des MietenWoG Bln zulässig ist.
Alle Angaben in diesem Exposé wurden sorgfältig und so vollständig wie möglich gemacht. Gleichwohl kann das Vorhandensein von Fehlern nicht ausgeschlossen werden. Die Angaben in diesem Exposé erfolgen daher ohne jede Gewähr. Maßgeblich sind die im Mietvertrag geschlossenen Vereinbarungen. Soweit die Grundrissgrafiken Maßangaben und Einrichtungen enthalten, wird auch für diese jegliche Haftung ausgeschlossen. Mietpreisänderungen bleiben vorbehalten.
Weitere attraktive Angebote finden Sie auf unserer Homepage www.immonexxt.com
Unsere Servicezeiten:
Montag 09.00 Uhr - 16.00 Uhr
Dienstag 09.00 Uhr - 16.00 Uhr
Mittwoch nach Vereinbarung
Donnerstag 09.00 Uhr - 18.00 Uhr
Freitag 09.00 Uhr - 15.00 Uhr","Schöne, geräumige Wohnung mit Badewanne, EBK und Balkon!","Schöne, geräumige Wohnung mit Badewanne, EBK und Balkon! Etagenwohnung Berlin (2VWCZ4D) ",https://www.immowelt.de/expose/2vwcz4d,172 €,12627,True,False
