address,area,attic,available_from_date,available_to_date,balcony,bath,bath_availability,bike_cellar,cable_tv,carpet,cellar,dishwasher,elevator,energy_building_year,energy_certificate_type,energy_consumption,energy_efficiency_class,energy_source,flatshare_friendly,floor_level,floorboards,freetext_area_description,freetext_other,freetext_property_description,furnished,garden,geo_latitude,geo_longitude,green_energy,guest_toilet,handicap_accessible,heating,heizungskosten,image,internet_dsl,internet_dsl_speed,internet_flatrate,internet_provider_change,internet_wlan,kaltmiete,kaution,kitchen_availability,laminate,linoleum,nebenkosten,num_rooms,offer_id,offer_in_exchange,online_tour,parking_option,parquet,partly_furnished,pets_allowed,phone_analog,phone_flatrate,phone_isdn,phone_voip,postcode,preis_qm_kalt,public_transport_in_minutes,satellite_tv,shared_garden,shower,smoking_is_allowed,terrace,tiles,title,underfloor_heating,url,warmmiete,washing_machine
Hermannstraße 31,65,0,2020-07-01,2020-03-31,0,0,0,0,,0,1,0,0,,,,,,2,3,1,,,"NUR TAUSCH
SWAP ONLY

English below 

Hallo, wir würden gerne in ein etwas ruhigeres Viertel umziehen.

Unsere Haltestelle Boddinstraße (U8) ist direkt vor dem Haus. Geschäfte, Bars etc. ebenfalls in direkter Nähe (7 Minuten zu Fuß bis Hermannplatz). Hasenheide und Tempelhofer Feld 5 Gehminuten entfernt.
Die Wohnung liegt im Hinterhof und ist dementsprechend wirklich sehr ruhig.
Das Wohnzimmer ist ein Durchgangszimmer, weswegen die Wohnung für eine Person oder zwei, die sich ein Schlafzimmer teilen geeignet ist. Die Küche ist groß genug für einen Esstisch und eine kleine praktische Abstellkammer ist außerdem vorhanden. Decken sind hoch, es gibt etwas Stuck und Holzdielen.
Umzugsdaten flexibel – bitte nur gegen unbefristete Verträge.
Vermieter verlangen die üblichen Unterlegen – Schufa, Mietschuldenfreiheit, Gehaltsnachweis..

We'd like to move into a bit more quiet neighbourhood. 
We are located directly at the undergroundstation Boddinstaße and just a 7 min walk away from Hermannplatz. Even though we have shops and bars in the direct neighbourhood it is pretty quiet as the flat is in the second yard.
Date flexible.",0,0,52.481568,13.424595,0,0,2,0,,,,,,,,505,1500,4,0,0,100,2,7769527,,,2,0,0,,,,,,12049,7.769230769230769,1,,0,1,,0,0,Swap Only – 2 Zimmer Whg in Neukölln gegen Schöneberg/Friedrichshain/Kreuzberg etc .,0,,655,0
Gotlandstr.10,65,0,2020-08-01,2020-06-30,0,0,0,0,,0,0,0,0,,,,,,2,1,0,"It is located in best Prenzlauer Berg district, which is well-known as peaceful, tree-lined streets, upmarket coffee shops and green spaces, with a mix of young families and students planting roots here, It is laid in the quiet street side, in between the prosperous city life and city garden where you can enjoy a healthy life to have a walk or jog in green.",,"It is a brand new loft apartment built in 2018, with stylish open design, 2.5 rooms, 2 floors, 20sqm terrace, 1 king size bed, 2 sofa beds, fully furnished and equipped with dryer, wash machine, fridge, microwave, oven, water heater and kitchen essence , can easily check in with just a bag. The Netto grocery stores are on site. Aldi and REWE are several minutes walking distance away. Schoenhauser Allee and shopping mal is also several minutes away, with very convenient public transportation and plenty of good shops, cafes, restaurants closed by.
(no basement, maximal 4 years contract)",1,0,52.555070,13.411381,0,0,2,0,,,,,,,,1300,3900,0,0,0,200,2,7953701,,,1,1,0,,,,,,10439,20.0,0,,0,0,,1,0,Berlin Prenzlauer Berg Duplex New Apartment FullyFurnished Equipped Short Term Lease,0,,1500,1
Schreinerstrasse 7,52,0,2020-09-01,0000-00-00,0,0,0,0,,0,0,1,0,,,,,,2,4,1,"Samariterkiez in Friedrichshain, 5 min zu Ubahn Samariterstrasse, Sbahnhof ist Storkowerstrasse ebenfalls 5 min entfernt.

Im pulsierenden und beliebten Stadtteil Friedrichshain im Herzen von Berlin - In der Nähe der Bezirke Mitte, Wedding, Weißensee und Pankow - Sichere Nachbarschaft, ruhige Seitenstraße - Einkaufszentren und viele Einzelhandelsgeschäfte, Supermärkte und Lebensmittelgeschäfte, sowie Bio-Märkte und ein Kino direkt vor der Tür. - Fast Food Restaurants, Cafés, Bäckereien, etc. nebenan - Bars und Restaurants auf der Straße - Schönheitssalon und Flohmarkt auf der Straße

 ","No Party's, No Pets, Not Commercial use, no subletting to others

Alle touristischen Attraktionen finden Sie in der Nähe: auf der einen Seite die kulturellen Highlights mit Restaurants, Kinos, Galerien und Museen in Mitte, Kreuzberg und Friedrichshain und auf der anderen Seite das pulsierende Nachtleben Berlins mit seinen Bars, Clubs, Strandbars usw. am Ufer der Spree.

All the tourist attractions can be found nearby: on the one hand the cultural highlights with restaurants, cinemas, galleries and museums in Mitte, Kreuzberg and Friedrichshain and on the other hand the vibrant nightlife of Berlin with its bars, clubs, beach bars, etc. on the shore the Spree.","Beautiful and spacious 52m², 2 room apartment in a beautiful old building in the middle of the Friedrichshain to rent FOR ONE PERSON ONLY!!!!!!

The apartment consists of a large living room and a small bedroom with 160 x 200 cm king size bed and a living-dining kitchen and a bathroom with shower
The apartment is not rented for shared apartments, Possibly. also to rent for 6 months or more.

The apartment is located on the 3rd floor in the rear building and is very bright, quiet and sunny. The room has beautiful sanded plank wood floors, high ceilings and NO WALLPAPERS :-) It is very clean and spacious as it is minimally furnished. The furniture is a mix of modern and vintage style.

Contract can also run longer or shorter.
No WG! No parties! No smoking!
Not for commercial purposes!
Keep it as clean and tidy as you find it!

  ",1,0,52.517466,13.463932,3,0,2,1,,,,,,,,900,1000,0,0,0,200,2,6948215,,,1,0,0,,,,,,10247,17.307692307692307,5,,0,1,,0,1,"Great two room Apartment in Samariterkiez, quiet, fast Wi-Fi for rent FOR ONE PERSON",0,,1100,1
Fragezeichen Weg,95,0,2020-07-01,0000-00-00,1,1,0,1,,0,1,1,0,,,,,,2,10,1,"Die Wohnung liegt in der Nähe der Schlossstraße. Sämtliche Einkaufsmöglichkeiten sind schnell fußläufig erreichbar (4 Min). Gute Kitas und Schulen, Spielplätze und Parks sind direkt in der Nähe. Diverse Buslinien, die Auffahrt zur Stadtautobahn sowie die U9 und die S1 sind schnell erreichbar und bieten die perfekte Anbindung an die Innenstadt.","Unterlagen für die Hausverwaltung:

-Vorlage oder Kopie Ihres Personalausweises mit folgenden Angaben: Name, derzeitige Meldeanschrift, Geburtsdatum und -ort und Gültigkeit des Dokuments. Bitte schwärzen Sie alle anderen Informationen aus datenschutzrechtlichen Gründen.

-Einkommensnachweise der letzten drei Monate

-Erklärung Ihres derzeitigen Vermieters bezüglich Ihrer Mietschuldenfreiheit oder geeignete Nachweise Ihrer regelmäßigen Mietzahlung.

-SCHUFA-Auskunft

-Vollständig ausgefüllte Selbstauskunft (später)

-Erklärung über Übernahme der Hochbetten und Zahlung der Ablöse bei Anmietung","Liebe Interessenten,

wir suchen einen Nachmieter für unsere 4 Zimmer Altbauwohnung in Steglitz. Sie ist ideal für eine kleine Familie und liegt im Hochparterre. Sie hat den typischen Altbaudielenboden und hochwertige Steinböden in Flur, Bädern und Küche. In Wohn- und Schlafzimmer sind Stuckdecken. Zudem verfügt die Wohnung über weitere klassische Altbaumerkmale, wie Kassettentüren, Doppeltüren etc.

Die Wohnung ist nicht WBS-geeignet, bitte keine Mietübernahmen des Jobcenters. Bitte keine WGs! Leider auch keine Tiere. Der Vermieter wünscht sich ausdrücklich Nachmieter mit Festanstellungen. 
Die Wohnung besteht aus:
- Einem großen Wohnzimmer mit Balkon
- Einem großen, hellen Schlafzimmer
- Einem Kinderzimmer mit eingebautem Voll-Holz-Hochbett mit integrierter Spielhöhle/Kaufmannsladen
- Einem Arbeitszimmer mit eingebautem Vollholz-Hochbett für Gäste
- 2 Badezimmern, einem mit Fenster und Wannenbad, einem mit Duschbad

-Einer Küche mit Einbauküche plus Geschirrspüler mit Platz für einen kleinen Tisch

Die Hochparterre-Wohnung ist unterkellert und damit nicht Fußkalt. Geheizt wird mit Fernwärme. Zur Wohnung gehört ein Keller. Den Mietern steht ein Fahrradkeller zur Mitnutzung zur Verfügung. Es gibt einen Kinderwagenparkplatz im Flur. Ferner ist draußen ein Hof zu Mitnutzung und zum Spielen.  Die Mieter im Haus sind super nett und wir haben uns hier sehr wohl gefühlt.



WICHTIG: Für die zwei Vollholzhochbetten wird eine Ablöse von 3000 Euro fällig (je 1500 Euro). Zudem würden wir die Wohnung gerne unrenoviert übergeben. Auch müsste ein kleiner Buddelkasten übernommen werden, für den wir die Verantwortung getragen haben (unentgeltlich) - er hat über den Winter leider arg gelitten, ist aber eher klein.

Wegen Corona wäre bei Interesse ggf. erstmal eine Videotour denkbar. 

Wir freuen uns auf eure Nachrichten :) Bitte seid etwas geduldig, da wir sicherlich aus mehreren Anfragen auswählen müssen. Danke!",0,0,0.000000,0.000000,3,1,2,4,,,,,,,,1100,3300,1,0,0,200,4,7907906,,,1,0,0,,,,,,12163,11.578947368421053,4,,1,1,,0,0,4 Zimmer Wohnung Steglitz Nähe Schlossstraße,0,,1300,0
Schillerkiez,48,0,2020-07-15,0000-00-00,1,0,0,0,,0,1,1,0,,,0,,4,1,3,1,"Die Wohnung liegt im schönen Neuköllner Schillerkiez, 5 Gehminuten vom Ubhf Leinestraße (U8) entfernt. Zum Tempelhofer Feld sind es 3 Minuten die Straße hoch. Der Kiez bietet zahlreiche nette Bars, Cafés und Restaurants sowie eine große Auswahl an Supermärkten (u.a. Aldi, Edeka, Biocompany) und eine Station weiter auch zwei Kinos (Neues Off und Rollberg).","Die Miete wird sich dank des Mietendeckels voraussichtlich nicht erhöhen. 

Entschuldigt die mittelmäßige Qualität der Fotos, sehr altes Handy, aber man bekommt einen Eindruck. ;)","PLEASE READ: FLAT-EXCHANGE ONLY -  this appartment is not for rent, it is only available for a flat-exchange so please only contact me if you have a 3-bedroom available in return.
Ich antworte nur auf TAUSCHangebote. Falls wir nicht tauschen sollten, geht die Wohnung an Freunde.

Ich möchte meine schöne 2-Zimmerwohnung im Schillerkiez gerne gegen eine 3-Zimmerwohung in Neukölln, Kreuzberg, Friedrichshain, Schöneberg oder Alt-Treptow tauschen (nur auf oder innerhalb des Rings).

Die Wohnung liegt im 2OG und Vorderhaus eines Altbaus. Sie hat etwa 48m2. Küche, Bad und Schlafzimmer gehen nach hinten zum Innenhof raus, das Wohnzimmer geht zu einer (ruhigen) Straße raus, hat einen kleinen Südbalkon und ist sehr sonnig. Die Wohnung hat hohe Decken, Stuck und bis auf Küche und Bad einen Dielenboden, der in hellem grau lackiert ist. Vom Balkon aus blickt man auf Baumkronen, da direkt gegenüber kein Wohnhaus liegt. Im Haus wohnen nette Mieter*innen, die rücksichtsvoll miteinander umgehen. 

Was wir suchen: Eine 3 - Zimmerwohnung (ab 75 m2) in den oben genannten Bezirken, Altbau, ab 2 OG, Dielen- /Parkettboden und Balkon, auf einer ruhigen Seitenstraße und möglichst sonnig (Balkon mit Sonne und ruhige  Seitenstraße sind ein Muss!). Maximal 900 kalt / max 10 Euro pro m2.",0,0,0.000000,0.000000,1,0,2,2,,,,,,,,430,1290,0,0,1,50,2,7022200,,,1,0,0,,,,,,12049,8.958333333333334,5,,0,1,,0,1,"SWAP ONLY/ Nur Tausch: Schöne 2 Zimmer in NK gegen 3 Zimmer in NK,KB, SB,FH",0,,480,0
Auf Anfrage,55,0,2020-10-01,0000-00-00,0,1,0,0,,0,1,1,1,,,,,,2,4,1,,,"Wir wollen unsere schöne Wohnung tauschen, da sie zu zweit für uns zu klein wird. Die Wohnung ist ideal für Singles oder Paare und kann ab Oktober 2020 bezogen werden. 

Wir suchen: Ausschließlich Dachgeschosswohnung oder Maisonette mit Balkon bis 900 € Kalt. Der Bezirk ist zweitrangig.

Zur Wohnung: - Helle Wohnung mit direktem Sonnenlicht- Größe: 54,74 qm- - Kaltmiete: 520 €, Warm: 654 €- 3. OG, Aufzug vorhanden- Französischer Balkon - 1 Zimmer Wohnraum/Schlafzimmer und 1 Zimmer Küche - Die Küche ist groß genug, dass Gäste auf dem Schlafsofa übernachten können - Bad mit Badewanne- Großer Flur mit Stauraum und offener Kleiderschrank- Abschliessbares Kellerabteil vorhanden - Im Hinterhof können Fahrräder abgestellt werden- Viele Möbel, Waschmaschine und Spülmaschine sollen übernommen werden 

Umgebung: - Die Wohnung liegt zwischen S Schönhauser Allee und S Prenzlauer Allee- Es gibt viele Cafés, Restaurants und Einkaufsmöglichkeiten innerhalb weniger Minuten zu Fuß",0,0,0.000000,0.000000,1,0,2,0,,,,,,,,520,,0,1,0,134,1,8023140,,,1,0,1,,,,,,10437,9.454545454545455,8,,0,0,,0,0,TAUSCH/SWAP ONLY: 55 qm Wohnung Prenzlauer Berg ab Oktober 2020 gegen Dachgeschosswohnung,0,,654,1
Königseestr. 14,42,0,2020-06-09,0000-00-00,1,1,0,1,,0,1,0,0,1925,,,2,,2,4,1,,,"My beautiful and much loved flat It sits on the river Dahme on a leafy cobbled street, opposite a beautiful little riverside park in an area becoming more popular with Berliners everyday. Despite its close proximity to Berlin centre, it is surrounded by nature and very peaceful. In minutes you can find yourself lost in dense woodland, or listening to the river lapping at your feet as you watch the boats go by.

The tram stop is only a 2 min walk. From there you need 30 mins to get to Ostkreuz, Südkreuz or Neukölln. If you have a car, you'll need 30 mins to get to Berlin Mitte. The pretty old town of Köpenick is only 10 mins with the tram (worth a visit!).

Schönefeld Airport is just a 15 min drive from the flat, or 30 minutes door to door with public transport.

All amenities are within walking distance... an organic grocery, a supermarket, dry cleaners, pharmacies, restaurants. At Grünau station there's a shopping center with anything you might need.

The flat has a beautiful balcony that over looks a park that sits on the river. The flat is fully furnished, however should you want to bring in your own furniture (i.e bed) I am happy to discuss.

If you're interested, please whatsapp or email me ;)",1,0,0.000000,0.000000,3,0,2,1,,,,,,,,655,700,1,0,0,40,2,7625714,,,3,0,0,,,,,,12527,15.595238095238095,2,,1,1,,0,0,Entire furnished flat by the river - ideal for singles or couples,0,,725,1
Stettiner Straße 1,70,0,2020-07-01,0000-00-00,1,0,0,0,,0,1,1,0,,,,,,1,5,0,"Die Lage hier ist unterschätzt (weiß nicht, ob jede*r das von seinem Kiez denkt) aber hier ist es wirklich schön. Keine Touris, normale Menschen nette Caffés und Restaurants, sehr nah am Mauerparkweg also super zum joggen und spazieren, generell echt schöne Häuser. Der Blick von den Balkonen ist toll, man kann weit gucken und hat ab Mittags Sonne.

In der Nähe der Wohnung gibt es REWE, dm, LIDL.. sowieso das Gesundbrunnencenter also sehr gute Einkaufsmöglichkeiten. Die ÖPNV Anbindung ist super gut: U8 nach Kreuzberg von der Pankstraße, Sbahnen (inklusive Ring) vom Gesundbrunnen (gut 10 Minuten zu Fuß) oder Bornholmerstraße (knapp 10 Minuten oder tram); Die Tram verbindet gut zur S-Bahn und nach Prenzlauerberg und Wedding. Mit dem Fahrrad ist man auch sehr schnell im Kollwitzkiez z.B.","Ich suche AUSSCHLIEßLICH Tausch und zwar eine 1 oder 2 Zimmer Wohnung.

Nicht zur Zwischenmiete

Miete bis max. 500 Euro warm

Mit Balkon

Danke :)","Sanierter Vorderhaus Altbau
- schön hell- modernes Badezimmer (Fußbodenheizung)- moderne Küche- wurde vor 1 Jahr saniert, Küche und Bad auch- 2 Balkone (Am mittags bis Abends uneingeschränkt sonnig)- schöner Boden- WG geeignet und auch zulässig; Perfekt auch zum Teilen für Menschen innerhalb einer Beziehung- 70 m2- Mit Kellerabteil

Einzugsdatum ist flexibel!

P.S.: Die Bilder von den leeren Zimmern sind vor dem Einzug vor einem Jahr :) Inzwischen ist halt die Küche da, wie man auf den Bildern sieht :)",0,0,0.000000,0.000000,0,0,2,0,,,,,,,,1000,,1,0,0,100,3,8027880,,,1,0,0,,,,,,13357,14.285714285714286,1,,0,1,,0,0,TAUSCH 3 Zimmer gegen 1 Zimmer,1,,1100,1
Edisonstr. 61,36,0,2020-07-01,0000-00-00,0,1,0,0,,0,1,0,0,,,,,,2,2,1,,,"Hi liebe Leute,

BIETE:
ich wohne seit 2016 in meiner Wohnung. Die Wohnung liegt an der Südseite und hat schöne Bäume in Innenhof. Man hört kein Verkehr hier. Badewanne und Einbauküche (die Einbauküche muss wegen Einbauküche getauscht, sonst nimm ich die  mit oder verkaufe (ich habe selbe 1700 euro bezahlt, würde gern 1500 haben).
Hausverwalter ist DEGEWO und die Wohnung ist gut gekümmert mit alle Dienstleistungen. Nachbarschaft typisch Ost, paar Kneipen, ganz gute Essenmöglichkeiten (Thai, Vietnamese, Burger, Döner), viele Spätis in der Nähe.

Es gibt Wuhlheide Park 5 Minuten von hier, wo man Sport machen kann oder sich einfach so verlieren, oder Plänterwald. 
Vor der Haustür fährt Tram 27,67,60,21 und bus 365, ist gut verbunden. Über die Spreebrücke kann man zur S bahn Schöneweide in 8 Minuten laufen. 

SUCHE:
Ich will mich mit eine gute Freundin zusammenziehen, spätestens ab 1.September. Wir suchen am besten 2-3 Zimmer Wohnung in Hain, Kreuzberg, Alt-Treptow, Berg (nicht zu nördlich) und nicht so westlich. 

Falls ihr was habt, gerne schaue ich mich das an.
Bitte Details zu ihrer Wohnung (Große, Lage, Preis) und nur email andrea.brezan@gmail.com

Ich freue mich auf die Fotos!!
LG,
Andrea",0,0,52.462883,13.513819,0,0,2,1,,,,,,,,316,,1,0,0,130,1,8027550,,,1,0,0,,,,,,12459,8.777777777777779,1,,0,0,,0,0,TAUSCH 1 Zimmer Wohnung wegen 2-3 Zimmer Wohnung,0,,446,0
Bastianstr. 8,40,0,2020-06-07,0000-00-00,0,0,1,0,,0,0,0,0,,,,,,2,3,1,"3 min zur U- Pankstr. und 8 min S Gesundbrunnen Laufweg. Viele Busse fahren auch von der Station Pankstr. Viele Cafes, bars, Restaurants, Supermärkte usw in 200 Metern auf der Hauptstraße zu erreichen. Standort ist top! 

Parkplätze sind kostenlos. Ein Kletterpark ist um die Ecke. Shopping Mall sowie das Möbelhaus Möbelkraft sind auch zur Fuss erreichbar. Die U Bahn Linie 8 bringt euch in 7 min zum Alexanderplatz ohne Umstieg. Super zentrale Verbindung auch mit der Ringbahn oder den Regionalzügen vom S Gesundbrunnen.","Nichtraucher und tierfreier Untermieter zur Langzeitmiete gesucht. Mindestmietdauer 3 Monate.

Die Wohnung ist ab sofort verfügbar. Ich suche eine zuverlässige Person, die keine Parties oder sonstige laute Sachen veranstaltet. Falls Langzeitmiete, kann man auch über den Preis vor Ort nochmal sprechen. 

Einfach anschreiben, falls ihr noch Fragen habt! Oder anrufen.","Die Wohnung liegt in einer ruhigen Seitenstraße nahe S Gesundbrunnen. Es ist schön ruhig, da das Apartment im Innenhof liegt. Sie ist modern eingerichtet und vollständig möbliert. Ihr müsste nix mitbringen. Es ist alles von A - Z vorhanden. 

Das Zimmer ist schön groß geschnitten und hat hohe Decken. Typische Altbau Wohnung. Badezimmer und Küche sind neu saniert. 

Für weitere Fragen einfach anschreiben oder zur Besichtigung vorbeikommen.",1,0,52.550731,13.380626,0,0,2,4,,,,,,,,800,2500,0,0,0,290,1,7945435,,,1,0,0,,,,,,13357,20.0,3,,0,1,,0,1,Modern eingerichtete Einzimmerwohnung im Gesundbrunnenkiez + Netflix,0,,1090,1
Weinbergstrasse 16,71,0,2020-07-01,0000-00-00,1,1,0,1,,0,1,0,1,2020,1,13,1,4,2,2,0,"Die Weinbergstraße ist eine ruhige Wohnstraße in der Köpenicker Dammvorstadt. Der S-Bahnhof Köpenick liegt mit nur 10 Minuten Fußweg in unmittelbarer Nähe. In der Bahnhofstraße bündeln sich mehrere Tram- und Buslinien, die auch ohne Auto für eine gute überörtliche Anbindung sorgen. Der neue Flughafen BER ist mit dem PKW in ca. 25 Minuten zu erreichen. Direkt am am S-Bahnhof liegt die Bahnhofstraße, die in 2 Einkaufszentren alles für den täglichen Bedarf und darüber hinaus anbietet.

Die historische Altstadt Köpenick mit vielen Sehenswürdigkeiten und Restaurationen ist nur ca. 20 Gehminuten entfernt. In fussläufiger Entfernung liegt auch der Bellevuepark mit Wiesen, Spielplätzen und einer Skateranlage. Das idyllisch gelegene Köpenick bietet mit seiner Nähe zu ausgedehnten Wald- und Wasserflächen wie Spree, Dahme und Müggelsee und zu Freizeitparks wie Wuhlheide und Mellowpark hervorragende Wassersport- und Freizeitmöglichkeiten.","Die Kaution kann in 3 Monatsraten auf ein vom Mieter einzurichtendes Kautionssparbuch bei der Berliner Sparkasse eingezahlt werden.
Der Anbieter benötigt folgende Bewerbungsunterlagen für diese Immobilie:
- Kopie Personaldokument- Mietschuldenfreiheitsbescheinigung- Einkommensnachweis- SCHUFA-Auskunft","In der ruhigen Weinbergstrasse in Köpenick ist dieses Niedrigenergiehaus mit 2 Aufgängen in Bauherrengemeinschaft erstellt worden. Die Umgebung besteht aus hübschen Mehrfamilienhäusern, mehrheitlich aus den 1930er Jahren.

Die angebotene Wohnung mit ca. 73 qm liegt im 1. OG. Sie verfügt über einen modernen, großzügigen Schnitt mit offener Küche zum 35 qm großen Wohnbereich. Dem Wohnbereich direkt zugeordnet ist 
der 6 qm große Balkon zum Gemeinschaftsgarten.

In der gesamten Wohnung ist Eichenparkett auf Fußbodenheizung verlegt. Die Holzfenster verfügen über energiesparende Dreifachverglasung und Sonnenschutz-Außenjalousien. 

Das Schlafzimmer ist vom Flur aus begehbar und ist hell und ruhig. Das Bad ist mit Feinsteinzeug in anthrazit ausgestattet und verfügt über hochwertige Objekte. Eine separate Dusche, eine Badewanne, ein Hänge-WC sowie der Waschmaschinenanschluß befinden sich hier.

Eine neue Einbauküche mit gehobenem Standard ist ebenfalls Teil der Wohnung. Ein Herd mit Cerankochfeld und Backofen, eine Spülmaschine und ein Kühlschrank sowie ausreichend Schränke sind vorhanden. Die Fronten sind in mattem Hellgrau gehalten, ebenso die Arbeitsplatte.
An Gemeinschaftsanlagen sind folgende Ausstattungsmerkmale vorhanden:
- Barrierefreiheit und Fahrstuhl- Abstellraum in der Wohnung- Lüftungsanlage zur Raumlüftung mit Wärmerückgewinnung- Heizungszentrale mit Blockheizkraftwerk (BHKW)- Klingelanlage mit Gegensprechanlage- Müllraum im EG- Spielplatz- 2 Fahrradstellplätze- wohnungsinternes Telefon- u. Datennetz",0,0,0.000000,0.000000,0,0,0,0,,,,,,,,895,2730,0,0,0,195,2,8027427,,,1,1,0,,,,,,12555,12.605633802816902,7,,1,1,,0,0,"Erstbezug im barrierefreien Niedrigenergiehaus, grosser Balkon, Garten und Luxusbad",1,,1090,0
Köpenicker Str. 78,40,0,2020-10-01,0000-00-00,0,0,0,1,,0,1,0,0,,,,,,2,10,0,"Die Wohnung liegt direkt an der U Bahn Linie 8 Station Heinrich-Heine-Str. Laufweg zur U-Bahn 10 Meter!!! Zwei Busse fahren vor der Haustür. S Jannowitzbrücke ist 5 min Laufweg und der Alexanderplatz 10 min Laufweg. Die Lage ist unschlagbar. Die Spree, Kreuzberg, Alexanderplatz, Märkisches Museum sind zu Fuss innerhalb von paar min erreichbar. 

Supermärkte, Restaurants, Cafes, Clubs, Sehenswürdigkeiten, Parks usw. sind alle im Umkreis von 500 meter!

Parkplatzsituation ist sehr gut und kostenfrei.","Die Wohnung wird langfristig zur Untermiete vollmöbliert ab sofort vermietet. 

Es ist wirklich alles da. Von Toilettenpapier, bis zur Handtüchern, Bettwäsche, Fernseher, Duschgel, Zahnpasta, Gewürze, Töpfe, Besteck, Kaffee, Tee, Backpapier, Mülltüten, Gläser, Teller, Reinigungsmittel, Öl usw...ihr braucht nur eure persönlichen Sachen mitzunehmen. 

Mietmindestdauer: 3 Monate 

In der Wohnung ist das Rauchen unerwünscht. Tiere sind nicht erlaubt.","Die Wohnung ist komplett  eingerichtet und mit allem was man für einen Langaufenthalt benötigt möbliert. Ihr müsst nur eure persönlichen Sachen mitbringen. Es ist alles von A bis Z vorhanden. 

Das Apartment ist im ruhigen Seitenflügel. Es gibt einen kleinen Flur im Eingangsbereich, von dem man in die Küche und in das Zimmer reinkommt. Das Zimmer ist schön groß und sehr gut geschnitten. Vom Zimmer aus kommt man ins Ankleidezimmer wo ein Riesen PAX Schrank mit Schwebetüren steht sowie die Waschmaschine. Vom Ankleidezimmer kommt man in das Badezimmer mit Dusche. Küche, Badezimmer und das Zimmer selbst haben Fenster und es ist schön hell in der Wohnung. 

Ein Fernseher mit Netflix ist auch inklusive.

Internet + Strom inklusive. 

U-Bahn Linie ( ist direkt vor der Haustür sowie 2 Busse. Zum S Jannowitzbrücke sind es 5 min Laufweg.",1,0,52.507308,13.428377,0,0,2,4,,,,,,,,1000,2500,1,1,0,190,1,6559548,,,1,0,0,,,,,,10179,25.0,1,,0,1,,0,1,Modern eingerichtete Wohnung mit Ankleidezimmer + Keller + Internet + Strom und Netflix am Alexanderplatz,0,,1190,1
Rudolstädter strasse 111,70,0,2020-06-05,0000-00-00,0,0,0,0,,0,0,0,0,,,,,,1,3,0,,,Sehr ruhige Wohnung und schöne Wohnung. Ideal zum Kraft tanken. Gerne für Studierende und Berufstätige.,0,0,52.484383,13.307570,0,0,0,0,,,,,,,,400,,0,0,0,,2,7874934,,,1,0,0,,,,,,10713,5.714285714285714,3,,0,0,,0,0,Zimmer in einer  sehr ruhigen WG-Wohnung,0,,400,0
Schwyzer Strasse 26a,53,0,2020-07-01,0000-00-00,1,0,0,0,,0,0,0,0,,,,,,2,2,0,,,"Hallo zusammen,

Ich biete eine wunderschöne kleine und sehr gut ausgestattete Wohnung mit 2-Zimmern, einem Balkon und Vollbad, in Wedding zum Tausch an, gegen eine 1.5 bis 3 Zimmer-Wohnung mit Balkon, idealerweise nah zu BVG U1/U3 oder S Bahn Richtung Warschauer Strasse. Generell sollten es max 20-30 min zur U/S Warschauer Str dauern. Die max Warmmiete soll 700 für 2 Zimmer Wohnung und 800 für 3 ZW sein.

Meine Wohnung ist wirklich schön, hell, großzügig geschnitten, modern und ruhig sowie gut angebunden mit S-Bahn, U-Bahn und Bus. Sie liegt direkt am Schillerpark (Europa Viertel) und Nähe der Rehberge und Plötzensee. Auch der Schäfersee ist nur 3 Minuten zu Fuß entfernt.
Die Haltestellen umliegende sind Franz-Neumann-Platz, Osloer Strasse, Seestrasse und Luise Schröder-Platz sowie Bushaltestellen. Sie hat ca 53 qm und einen Balkon. Für die Küche und Boden im Schlafzimmer (selbst verlegt) hätte ich gern Abstand. Im Flur gibt es einen Einbauschrank, sowie ein Regal und Tresen in der Küche, welche ich kostenfrei überlassen würde. Über weitere Möbelstücke können wir gerne sprechen. Kaltmiete liegt derzeit bei aufgerundet 524 Euro.

Warum tauschen? Es wird Zeit für einen Tapetenwechsel :-) Neuer Lebensabschnitt, neue Eindrücke, neues Wohnumfeld.

Ich bin 29 Jahre alt, eine ruhige und ordentliche Mieterin. Seit 4.5 Jahren Vollzeit im Beruf und lebe alleine seither. Nicht von Kurzarbeit betroffen gewesen!
Ich mache gerne Yoga, lese, Meditiere, Koche, Reise, bin viel in der Natur und treffe Freunde.

Umzugsdatum flexibel. Ich freue mich über (Tausch) Angebote.",0,0,52.559822,13.358755,0,0,2,0,,,,,,,,524,,0,0,0,,2,8027612,,,0,0,0,,,,,,13349,9.88679245283019,0,,0,0,,0,0,Tausch / Swap only,0,,524,0
