address,area,attic,available_from_date,available_to_date,balcony,bath,bath_availability,bike_cellar,cable_tv,carpet,cellar,dishwasher,elevator,energy_building_year,energy_certificate_type,energy_consumption,energy_efficiency_class,energy_source,flatmates_aged_from,flatmates_aged_to,flatshare_friendly,floor_level,floorboards,freetext_area_description,freetext_other,freetext_property_description,furnished,garden,geo_latitude,geo_longitude,green_energy,guest_toilet,handicap_accessible,heating,image,internet_dsl,internet_dsl_speed,internet_flatrate,internet_provider_change,internet_wlan,kaltmiete,kaution,kitchen_availability,laminate,languages,linoleum,nebenkosten,num_rooms,offer_id,offer_in_exchange,online_tour,parking_option,parquet,partly_furnished,pets_allowed,phone_analog,phone_flatrate,phone_isdn,phone_voip,postcode,public_transport_in_minutes,satellite_tv,shared_garden,shower,smoking_is_allowed,terrace,tiles,title,underfloor_heating,url,warmmiete,washing_machine
Ordensmeisterstr.,78,0,2020-07-01,0000-00-00,0,0,0,0,,0,0,0,0,,,,,,,,1,2,0,Zum Bus (170) sind es 2 Minuten und zur U-Bahn (U6) sind es 8 Minuten.,,"Ich tausche eine wunderschöne, ruhige und geräumige Wohnung in Tempelhof gegen eine 1,5-2 Zimmerwohnung (bevorzugt Altbau) in Friedenau, Schöneberg, Wilmersdorf oder Steglitz. 

Ich besitze eine wunderschöne Zweizimmer- Altbauwohnung mit Balkon und Blick ins Grüne in Tempelhof/Tempelhofer Hafen.
Die Wohnung ist 78m2 groß und kostet 696€ kalt. Bei der Wohnung handelt es sich um einen sanierten Altbau mit  Dielen und Stuck an den Decken. Die Küche und das Bad bieten ausreichend Platz. In dem großen Bad befinden sich sowohl eine Dusche als auch eine Badewanne. Ebenso ist ein Keller vorhanden, sowie Stellplätze im Innenhof für Fahrräder. Die Einkaufsmöglichkeiten sind ausgezeichnet, denn gleich nebenan befindet sich ein Netto und etwa 5  Gehminuten entfernt liegt das Hafencenter mit einem großen EDEKA, BioCompany, DM, Media Markt, H&M u.v.m.
Gerne schicke ich noch mehr Fotos von meiner feinen Oase. 

Da meine Mitbewohnerin auszieht möchte ich die Gelegenheit nutzen und mir eine eigene schöne Wohnung suchen. Diese soll vorzugsweise in Friedenau liegen, ebenso ein Altbau sein und max. 550€ warm kosten.",0,0,52.457033,13.389522,0,0,2,0,,,,,,,696,,0,0,,0,175,2,7993936,,,1,0,0,,,,,,12099,2,,0,0,,0,0,"Wunderschöne Zweizimmer- Altbauwohnung in Tempelhof gegen 1,5 Zimmer in Friedenau; bitte nur Tauschangebote",0,,871,0
Schillerkiez,48,0,2020-07-15,0000-00-00,1,0,0,0,,0,1,1,0,,,0,,4,,,1,3,1,"Die Wohnung liegt im schönen Neuköllner Schillerkiez, 5 Gehminuten vom Ubhf Leinestraße (U8) entfernt. Zum Tempelhofer Feld sind es 3 Minuten die Straße hoch. Der Kiez bietet zahlreiche nette Bars, Cafés und Restaurants sowie eine große Auswahl an Supermärkten (u.a. Aldi, Edeka, Biocompany) und eine Station weiter auch zwei Kinos (Neues Off und Rollberg).","Die Miete wird sich dank des Mietendeckels voraussichtlich nicht erhöhen. 

Entschuldigt die mittelmäßige Qualität der Fotos, sehr altes Handy, aber man bekommt einen Eindruck. ;)","PLEASE READ: FLAT-EXCHANGE ONLY -  this appartment is not for rent, it is only available for a flat-exchange so please only contact me if you have a 3-bedroom available in return.
Ich antworte nur auf TAUSCHangebote. Falls wir nicht tauschen sollten, geht die Wohnung an Freunde.

Ich möchte meine schöne 2-Zimmerwohnung im Schillerkiez gerne gegen eine 3-Zimmerwohung in Neukölln, Kreuzberg, Friedrichshain, Schöneberg oder Alt-Treptow tauschen (nur auf oder innerhalb des Rings).

Die Wohnung liegt im 2OG und Vorderhaus eines Altbaus. Sie hat etwa 48m2. Küche, Bad und Schlafzimmer gehen nach hinten zum Innenhof raus, das Wohnzimmer geht zu einer (ruhigen) Straße raus, hat einen kleinen Südbalkon und ist sehr sonnig. Die Wohnung hat hohe Decken, Stuck und bis auf Küche und Bad einen Dielenboden, der in hellem grau lackiert ist. Vom Balkon aus blickt man auf Baumkronen, da direkt gegenüber kein Wohnhaus liegt. Im Haus wohnen nette Mieter*innen, die rücksichtsvoll miteinander umgehen. 

Was wir suchen: Eine 3 - Zimmerwohnung (ab 75 m2) in den oben genannten Bezirken, Altbau, ab 2 OG, Dielen- /Parkettboden und Balkon, auf einer ruhigen Seitenstraße und möglichst sonnig (Balkon mit Sonne und ruhige  Seitenstraße sind ein Muss!). Maximal 900 kalt / max 10 Euro pro m2.",0,0,0.000000,0.000000,1,0,2,2,,,,,,,430,1290,0,0,,1,50,2,7022200,,,1,0,0,,,,,,12049,5,,0,1,,0,1,"SWAP ONLY/ Nur Tausch: Schöne 2 Zimmer in NK gegen 3 Zimmer in NK,KB, SB,FH",0,,480,0
Lüderitzstraße,52,0,2020-07-01,0000-00-00,0,0,0,0,,0,1,1,0,,,,,,,,2,5,0,"DE:
Die Wohnung liegt in der Lüderitzstraße (Wedding/Mitte) in unmittelbarer Nähe zur U-Bahn-Station Seestraße bzw. Leopoldplatz. Sprich U6 und U9 sind fußläufig zu erreichen. Das Umfeld hat vieles zu bieten. Eine Vielzahl an Cafés, Restaurants und Bars sind direkt um die Ecke. Zahlreiche Einkaufsmöglichkeiten (Aldi, EDEKA usw.) sind direkt vor der eigenen Haustür.

ENG:
The apartment is located in Lüderitzstraße which is in the part of town called Wedding/Mitte. The area is very hip and a multitude of bars, cafes and restaurants is around. Public transport is within reach. The U6 (stop Seestraße) and U9 (stop Leopoldplatz) are a 5 to 10 min. walk from the apartment. Grocery stores are on the same block.","DE:
Wenn ihr Interesse an einer Anmietung habt, schreibt mir eine Nachricht mit einigen Infos zu Eurer Person, gerne auch mit einem Facebook-/Instagram-Link oder ähnlichem.

ENG:
If you are interested in renting the place, just send me a message with a link to your Facebook/Instagram profile, such that I can get a better idea of who you are.","DE:
Schöne 2 Zimmer Wohnung im 4 OG mit Bad, voll eingerichteter Bulthaup Küche (inkl. Waschmaschine, Trockner, Spülmaschine, Mikrowelle, Ofen, Kühlschrank), einem Schlaf- und Wohnraum zu vermieten. Außerdem gehört ein privater Kellerraum mit zur Wohnung. Die Wohnung wird möbliert vermietet. Solltest Du einen Teil Deiner eigenen Möbel mitbringen wollen, einfach eine Nachricht schicken und nachfragen.

ENG:
Beautiful 2 room apartment for rent. The apartment features a bathroom, a full equipped kitchen (incl. dish washer, washing machine, tumble dryer, sink, storage, freezer, microwave and oven), a bed room and a separate living room. Moreover a small storage room in the basement is included in the rental. The rental comes furnished. In case you want to bring your own furniture just send a message and ask.",1,0,52.552190,13.345763,0,0,2,1,,,,,,,800,0,1,1,,0,150,2,5791346,,,1,0,0,,,,,,13351,5,,0,1,,0,0,Schöne 2-Zimmer Wohnung in Mitte/Wedding (Möbliert),0,,1000,1
Soldiner Str. 43,96,0,2020-07-01,0000-00-00,1,1,0,0,,0,0,1,0,1905,2,292,,10,,,1,2,1,"Eine Haltestelle der Buslinie 255 befindet sich direkt vor der Haustür, der Bus M27 ist in 3 Minuten, die Tram M13 in 5 Minuten und die U-Haltestelle Osloer Str. in 8 Minuten fußläufig zu erreichen. In kurzem Laufabstand befindet sich ein Penny, das Kaufland in der Residenzstraße erreicht man zu Fuß in gut 10 Minuten. Direkt gegenüber findet man gleich zwei Spätis sowie diverse Kneipen und ein paar Cafés.

Ein paar Meter entfernt fließt die Panke und lädt zu Spaziergängen am Wasser ein. KiTas und eine Grundschule sowie ein öffentlicher Spielplatz befinden sich ebenfalls in nächster Nähe.","Wir suchen eine 2-Zimmer Wohnung in den Stadtteilen Neukölln, Treptow, Lichtenberg, Weißensee, Friedrichsfelde oder Friedrichshain, bzw. im näheren Umfeld der Landsberger Allee -  alles ab 50qm bis maximal 750,- warm. 

Eine Einbauküche sowie ein Balkon wären uns wichtig, ansonsten sind wir recht flexibel.
 

Bitte habt Verständnis, dass wir nur auf entsprechende Tausch-Angebote reagieren.

xx, Helge & Judy","3 Zimmer gegen 2 - TAUSCH/SWAP ONLY

Da wir unsere WG auflösen bieten wir hier eine wunderschöne und geräumige 3-Zimmer Altbau-Wohnung im Soldiner Kiez, Nähe Osloer Str. an.

Die ersten beiden Zimmer messen je ca 20qm mit viel Sonne und Stuck-Verzierungen an der Decke, darüber hinaus sind sie mit einer Durchgangstür verbunden. Die Tür des ebenfalls zur sonnigen Südseite ausgerichteten Balkon befindet sich in Zimmer 2.

Das dritte Zimmer (im Grundriss ""Zimmer 1"") befindet sich auf der gegenüberliegenden Seite und ist entsprechend vom Trubel der Straße abgeschirmt. Mit knapp 25qm ist es auch das größte der Zimmer. Durch’s Fenster blickt man auf den Hinterhof, in dem Fahrräder sicher abgestellt werden können.

Da alle Zimmer über den Flur zu erreichen sind, eignet sich die Wohnung auch als WG. 

Eine kleine Abstellkammer (ca 2qm) gibt es ebenfalls, praktisch für Wäsche-Boxen, Staubsauger, Werkzeug, etc.

Alle Zimmer haben Dielen-Boden, Küche und Flur sind mit Kunstlaminat ausgestattet (leicht zu fegen), das Bad ist gefließt. 

Die Wohnung wurde im Dezember 2018 komplett renoviert, wir sind seitdem die Erstmieter. Die Küche wurde vom Vermieter vollständig ausgestattet, inklusive neuer Kühl-Gefrierschrank-Kombi und Induktionsherd. Unsere Spülmaschine würden wir auf Wunsch gegen eine kleine Abstandszahlung vor Ort lassen.

Im Bad befinden sich eine Badewanne sowie eine Handtuch-Heizung.",0,0,52.560290,13.380956,1,0,2,1,,,,,,,1172,3517,1,0,,0,245,3,7829068,,,0,0,0,,,,,,13359,1,,0,0,,0,0,Tausche 3-Zimmer gegen 2-Zimmer NUR TAUSCH / SWAP ONLY!!,0,,1417,0
Gotlandstr.10,65,0,2020-08-01,2020-06-30,0,0,0,0,,0,0,0,0,,,,,,,,2,1,0,"It is located in best Prenzlauer Berg district, which is well-known as peaceful, tree-lined streets, upmarket coffee shops and green spaces, with a mix of young families and students planting roots here, It is laid in the quiet street side, in between the prosperous city life and city garden where you can enjoy a healthy life to have a walk or jog in green.",,"It is a brand new loft apartment built in 2018, with stylish open design, 2.5 rooms, 2 floors, 20sqm terrace, 1 king size bed, 2 sofa beds, fully furnished and equipped with dryer, wash machine, fridge, microwave, oven, water heater and kitchen essence , can easily check in with just a bag. The Netto grocery stores are on site. Aldi and REWE are several minutes walking distance away. Schoenhauser Allee and shopping mal is also several minutes away, with very convenient public transportation and plenty of good shops, cafes, restaurants closed by.
(no basement, maximal 4 years contract)",1,0,52.555070,13.411381,0,0,2,0,,,,,,,1300,3900,0,0,,0,200,2,7953701,,,1,1,0,,,,,,10439,0,,0,0,,1,0,Berlin Prenzlauer Berg Duplex New Apartment FullyFurnished Equipped Short Term Lease,0,,1500,1
Billy-Wilder-Promenade 23,94,0,2020-06-15,2020-07-01,1,1,0,0,,0,0,1,1,,,,,,,,1,3,0,,,"Zwischen Mieter gesucht 

Tolle ,Hight  classe Möblierte Loft  Wohnung  ,erst für zwischen Miete aber auch mit Vertrag Übernahme  Möglichkeit  wird ab dem 15.06 .2020 oder 01.07  .2020 vermietet . 
Wir wünschen Schufa Auskunft ,3 letzte lohnabrechnungen, pass Kopien ..
017672774062 
Wg geeignet
 aber nur für 2 Personen .drittes Zimmer ist mit Küche zusammen . Eher für eine Paar  und noch eine  Mitbewohner gesegnet .",1,0,52.419612,13.286979,1,0,1,1,,,,,,,1055,2000,1,0,,0,230,3,8022128,,,1,1,1,,,,,,14167,0,,0,0,,1,0,"3 Zimmer ,Loft ,moderne Ausstattung,Möblierte Wohnung",1,,1535,1
Köpenicker Str. 78,40,0,2020-10-01,0000-00-00,0,0,0,1,,0,1,0,0,,,,,,,,2,10,0,"Die Wohnung liegt direkt an der U Bahn Linie 8 Station Heinrich-Heine-Str. Laufweg zur U-Bahn 10 Meter!!! Zwei Busse fahren vor der Haustür. S Jannowitzbrücke ist 5 min Laufweg und der Alexanderplatz 10 min Laufweg. Die Lage ist unschlagbar. Die Spree, Kreuzberg, Alexanderplatz, Märkisches Museum sind zu Fuss innerhalb von paar min erreichbar. 

Supermärkte, Restaurants, Cafes, Clubs, Sehenswürdigkeiten, Parks usw. sind alle im Umkreis von 500 meter!

Parkplatzsituation ist sehr gut und kostenfrei.","Die Wohnung wird langfristig zur Untermiete vollmöbliert ab sofort vermietet. 

Es ist wirklich alles da. Von Toilettenpapier, bis zur Handtüchern, Bettwäsche, Fernseher, Duschgel, Zahnpasta, Gewürze, Töpfe, Besteck, Kaffee, Tee, Backpapier, Mülltüten, Gläser, Teller, Reinigungsmittel, Öl usw...ihr braucht nur eure persönlichen Sachen mitzunehmen. 

Mietmindestdauer: 3 Monate 

In der Wohnung ist das Rauchen unerwünscht. Tiere sind nicht erlaubt.","Die Wohnung ist komplett  eingerichtet und mit allem was man für einen Langaufenthalt benötigt möbliert. Ihr müsst nur eure persönlichen Sachen mitbringen. Es ist alles von A bis Z vorhanden. 

Das Apartment ist im ruhigen Seitenflügel. Es gibt einen kleinen Flur im Eingangsbereich, von dem man in die Küche und in das Zimmer reinkommt. Das Zimmer ist schön groß und sehr gut geschnitten. Vom Zimmer aus kommt man ins Ankleidezimmer wo ein Riesen PAX Schrank mit Schwebetüren steht sowie die Waschmaschine. Vom Ankleidezimmer kommt man in das Badezimmer mit Dusche. Küche, Badezimmer und das Zimmer selbst haben Fenster und es ist schön hell in der Wohnung. 

Ein Fernseher mit Netflix ist auch inklusive.

Internet + Strom inklusive. 

U-Bahn Linie ( ist direkt vor der Haustür sowie 2 Busse. Zum S Jannowitzbrücke sind es 5 min Laufweg.",1,0,52.507308,13.428377,0,0,2,4,,,,,,,1000,2500,1,1,,0,190,1,6559548,,,1,0,0,,,,,,10179,1,,0,1,,0,1,Modern eingerichtete Wohnung mit Ankleidezimmer + Keller + Internet + Strom und Netflix am Alexanderplatz,0,,1190,1
Edisonstr. 61,36,0,2020-07-01,0000-00-00,0,1,0,0,,0,1,0,0,,,,,,,,2,2,1,,,"Hi liebe Leute,

BIETE:
ich wohne seit 2016 in meiner Wohnung. Die Wohnung liegt an der Südseite und hat schöne Bäume in Innenhof. Man hört kein Verkehr hier. Badewanne und Einbauküche (die Einbauküche muss wegen Einbauküche getauscht, sonst nimm ich die  mit oder verkaufe (ich habe selbe 1700 euro bezahlt, würde gern 1500 haben).
Hausverwalter ist DEGEWO und die Wohnung ist gut gekümmert mit alle Dienstleistungen. Nachbarschaft typisch Ost, paar Kneipen, ganz gute Essenmöglichkeiten (Thai, Vietnamese, Burger, Döner), viele Spätis in der Nähe.

Es gibt Wuhlheide Park 5 Minuten von hier, wo man Sport machen kann oder sich einfach so verlieren, oder Plänterwald. 
Vor der Haustür fährt Tram 27,67,60,21 und bus 365, ist gut verbunden. Über die Spreebrücke kann man zur S bahn Schöneweide in 8 Minuten laufen. 

SUCHE:
Ich will mich mit eine gute Freundin zusammenziehen, spätestens ab 1.September. Wir suchen am besten 2-3 Zimmer Wohnung in Hain, Kreuzberg, Alt-Treptow, Berg (nicht zu nördlich) und nicht so westlich. 

Falls ihr was habt, gerne schaue ich mich das an.
Bitte Details zu ihrer Wohnung (Große, Lage, Preis) und nur email andrea.brezan@gmail.com

Ich freue mich auf die Fotos!!
LG,
Andrea",0,0,52.462883,13.513819,0,0,2,1,,,,,,,316,,1,0,,0,130,1,8027550,,,1,0,0,,,,,,12459,1,,0,0,,0,0,TAUSCH 1 Zimmer Wohnung wegen 2-3 Zimmer Wohnung,0,,446,0
Stettiner Straße 1,70,0,2020-07-01,0000-00-00,1,0,0,0,,0,1,1,0,,,,,,,,1,5,0,"Die Lage hier ist unterschätzt (weiß nicht, ob jede*r das von seinem Kiez denkt) aber hier ist es wirklich schön. Keine Touris, normale Menschen nette Caffés und Restaurants, sehr nah am Mauerparkweg also super zum joggen und spazieren, generell echt schöne Häuser. Der Blick von den Balkonen ist toll, man kann weit gucken und hat ab Mittags Sonne.

In der Nähe der Wohnung gibt es REWE, dm, LIDL.. sowieso das Gesundbrunnencenter also sehr gute Einkaufsmöglichkeiten. Die ÖPNV Anbindung ist super gut: U8 nach Kreuzberg von der Pankstraße, Sbahnen (inklusive Ring) vom Gesundbrunnen (gut 10 Minuten zu Fuß) oder Bornholmerstraße (knapp 10 Minuten oder tram); Die Tram verbindet gut zur S-Bahn und nach Prenzlauerberg und Wedding. Mit dem Fahrrad ist man auch sehr schnell im Kollwitzkiez z.B.","Ich suche AUSSCHLIEßLICH Tausch und zwar eine 1 oder 2 Zimmer Wohnung.

Nicht zur Zwischenmiete

Miete bis max. 500 Euro warm

Mit Balkon

Danke :)","Sanierter Vorderhaus Altbau
- schön hell- modernes Badezimmer (Fußbodenheizung)- moderne Küche- wurde vor 1 Jahr saniert, Küche und Bad auch- 2 Balkone (Am mittags bis Abends uneingeschränkt sonnig)- schöner Boden- WG geeignet und auch zulässig; Perfekt auch zum Teilen für Menschen innerhalb einer Beziehung- 70 m2- Mit Kellerabteil

Einzugsdatum ist flexibel!

P.S.: Die Bilder von den leeren Zimmern sind vor dem Einzug vor einem Jahr :) Inzwischen ist halt die Küche da, wie man auf den Bildern sieht :)",0,0,0.000000,0.000000,0,0,2,0,,,,,,,1000,,1,0,,0,100,3,8027880,,,1,0,0,,,,,,13357,1,,0,1,,0,0,TAUSCH 3 Zimmer gegen 1 Zimmer,1,,1100,1
Cambridgerstr.,60,0,2020-07-15,2020-06-05,1,1,0,0,,0,1,0,0,,,,,,,,1,2,0,"Du wohnst in der Cambridger Straße und läufst zur U-Bahn Station Afrikanische Straße etwa 3 Minuten. Wenn du joggst schaffst du es auch in 1,5 ;)
10 Gehminuten entfernt ist der Rewe und noch ein paar Geschäfte am Kurtschumacher Platz :) an die Friedrichstraße brauchst du mit der Ubahn etwa 10 Minuten :)","Die Wohnung ist ab dem 15.07.20 dauerhaft zu vermieten. Bei Bedarf auch 2 Wochen früher oder später. Besichtigungstermine machen wir nach Absprache :)

Also melde dich gerne :)
Lg Isabelle","Hallo ihr Lieben :)

Wir vermieten diese zwei Zimmer Wohnung im Wedding. Es werden dauerhafte Mieter gesucht. Die Wohnung ist WG tauglich, hat zwei Zimmer (20 und 25qm) eine sehr moderne Küche und ein neues Badezimmer. Wir verkaufen zudem eine Schlafcouch ein Bett und einen Schreibtisch der zu einem geringen Preis in der Wohnung bleibt :) Ihr habt ein eigenes Kellerabteil für Fahrräder oder Ähnliches und einen privaten Autostellplatz inklusive.",0,0,52.563063,13.336556,1,0,2,0,,,,,,,810,1820,0,1,,0,160,2,7962899,,,4,0,1,,,,,,13349,3,,0,0,,0,0,2 Zimmer Wohnung (WG tauglich),0,,970,1
Durlucher str,79,0,2020-06-03,2021-09-01,1,1,1,1,,1,1,1,1,2018,2,,1,17,,,1,2,0,,,"Hello there ,

I am Looking for a couple for a beautiful  3 room apartment.

The apartment is 79 Sq. mtrs (2 bedrooms and a large living room with fully equipped kitchen; balcony; amenities room with laundry machine; bathroom with bathtub, shower and WC; second WC; wooden floor everywhere with floor heating; all rooms fully furnished in modern style). The house has a lift . The apartment is situated on the first floor of the clean and quiet apartment complex. The neighbours are quiet and friendly. The apartment is in a new building (finished in 2018)

The apartment is very centrally located (5 mins by feet to subway stations bundesplatz and ALDI supermarkts, just beside Volkspark)

Offering priority to people who would like to move in as soon as possible. 
Registration is possible and all bills are included (else electricity and internet).

Please write an email for further information (maryam.um.ir@gmail.com .... ""017634359190"" whatsapp).

Thank you",1,0,0.000000,0.000000,1,1,1,1,,,,,,,1500,,1,0,,0,0,3,7782653,,,3,1,0,,,,,,10715,5,,0,1,,0,0,Nice New Apartment Long Term,1,,1500,1
Schudomastrasse,58,0,2020-07-01,0000-00-00,1,0,0,0,,0,1,0,0,,,,,,,,2,2,1,,,"Hallo, ich biete eine 2 Zimmer Wohnung (renovierter Altbau mit Dielenboden und Balkon zum Innenhof) zum Tausch gegen eine 1 Zimmer Single Wohnung (max. 650 warm) mit Ringbahn Anbindung bzw. innerhalb oder entlang des Rings. 

Die Wohnung ist sehr schön, ruhig in einer netten Nachbarschaft gelegen. Vor der Tür ist der Böhmische Platz, der für nettes Kiezleben sorgt, viele Cafés und Bars um die Ecke. Die S bahn Sonnenallee ist 4 Gehminuten von hier. Diverse Einkaufsmöglichkeiten direkt im Kiez. Die Warmmiete beträgt aktuell 732€, soll aber voraussichtlich auf 636 reduziert werden (laut neuer Mietregelung), bis das endgültige Urteil im November erteilt wird, warten sie aber noch (eigentlich soll dann der neue Mietpreis ab März 2020 gelten). Ich liebe die Wohnung, möchte aber aufgrund veränderter Umstände in eine kleinere Wohnung umziehen. Für die Küche habe ich vor einem Jahr 1.800€ Ablöse gezahlt. Dafür würde ich beim Tausch 1.500 nehmen. Auf den Fotos sieht man nicht, dass die Küche noch eine Ecke weitergeht dort befindet sich Spüle und Platz für Waschmaschine. 

Bei Interesse und Fragen gerne melden.
LG",0,0,52.474091,13.449171,3,0,2,2,,,,,,,532,1900,0,0,,0,200,2,8029079,,,1,0,0,,,,,,12055,3,,0,1,,0,1,Tausche 2 Zimmer Neukölln gegen 1 Zimmer,0,,732,0
Badenalle 5,75,0,2021-06-01,0000-00-00,1,0,0,0,,0,0,1,0,,,,,,,,2,2,0,In dieser beschaulichen Gegend Charlottenburgs zwischen Messegelände und Olympiastadion gibt es schöne Stadtvillen und sehenswerte Gärten. Der Berliner Forst und die Havel sind von hier aus bequem erreichbar. Aber auch ins Zentrum gelangt man schnell per U- und S-Bahn. Die Wohnung liegt in einem historischen Gebäude und ist individuell möbliert. Vom Balkon hat man einen herrlichen Blick ins Grüne und vergißt die Hektik der City! ÖPNV: S Heerstraße / U2 Theodor-Heuss-Platz;,DSl und  Kabel-TV sind in der Miete enthalten,"Maisonette im Nebengelass einer 20er-Jahre-Villa im Westend.
Möblierungsstil klassisch. 

Technische Ausstattung
DSL in der Miete enthalten, Kabel-TV

Wohnen
Ecksofa, Couchtisch, Esstisch, Anzahl der Stühle: 2, Regale, Schreibtisch, TV-Tisch, Kommode

Schlafen
Doppelbett Maße: 160*200, Kleiderschrank, Nachttische

Kochen
Einbauküche, Kühlschrank, Elektroherd mit Ceranfeldern, Dunstabzugshaube, Spülmaschine, Backofen (elektrisch)

Bad
1. Bad: mit Tageslicht, Dusche, Waschmaschine, Fliesen

Bad
2. Bad: Gäste-WC, Fliesen",1,0,0.000000,0.000000,0,1,2,0,,,,,,,1400,1400,0,0,,0,,2,7302498,,,1,0,0,,,,,,14052,3,,0,1,,0,0,möblierte Wohnung in Berlin-Charlottenburg  Badenallee,0,,1400,1
Auf Anfrage,55,0,2020-10-01,0000-00-00,0,1,0,0,,0,1,1,1,,,,,,,,2,4,1,,,"Wir wollen unsere schöne Wohnung tauschen, da sie zu zweit für uns zu klein wird. Die Wohnung ist ideal für Singles oder Paare und kann ab Oktober 2020 bezogen werden. 

Wir suchen: Ausschließlich Dachgeschosswohnung oder Maisonette mit Balkon bis 900 € Kalt. Der Bezirk ist zweitrangig.

Zur Wohnung: - Helle Wohnung mit direktem Sonnenlicht- Größe: 54,74 qm- - Kaltmiete: 520 €, Warm: 654 €- 3. OG, Aufzug vorhanden- Französischer Balkon - 1 Zimmer Wohnraum/Schlafzimmer und 1 Zimmer Küche - Die Küche ist groß genug, dass Gäste auf dem Schlafsofa übernachten können - Bad mit Badewanne- Großer Flur mit Stauraum und offener Kleiderschrank- Abschliessbares Kellerabteil vorhanden - Im Hinterhof können Fahrräder abgestellt werden- Viele Möbel, Waschmaschine und Spülmaschine sollen übernommen werden 

Umgebung: - Die Wohnung liegt zwischen S Schönhauser Allee und S Prenzlauer Allee- Es gibt viele Cafés, Restaurants und Einkaufsmöglichkeiten innerhalb weniger Minuten zu Fuß",0,0,0.000000,0.000000,1,0,2,0,,,,,,,520,,0,1,,0,134,1,8023140,,,1,0,1,,,,,,10437,8,,0,0,,0,0,TAUSCH/SWAP ONLY: 55 qm Wohnung Prenzlauer Berg ab Oktober 2020 gegen Dachgeschosswohnung,0,,654,1
Balatonstrasse 1A,39,0,2020-06-08,0000-00-00,1,0,0,0,,0,0,0,0,,,,,,,,2,5,0,,,"Heyy y'all!
 soo I am looking for someone to take over the contract of my lovely apartment in Friedrischsfelde. The building itself is very modern and was designed for students. All residents have access to the building's community areas and activities such as: Community Area lounge, Gym, Community kitchen, Beachvolleyballfield, Laundryroom, Terrasse, Urban Bee-keeping, Co-gardening and Events and Partys!

I absolutely love this place and the reason why I'm leaving is because I decided to move in with a friend! 10319, Balatonstr. 1A (Ilive)
(38,5qm)

Kaltmiete: 670 €
Warm: 805 €

Contact:

pm: Giovana Jaconianni
       placeholder_ad_text_email",1,1,52.498610,13.508565,3,0,1,1,,,,,,,670,,1,1,,0,132,1,8028018,,,3,0,0,,,,,,10319,0,,0,0,,0,0,"möbliertes und modernes Wohnung mit Fitnessstudio, Waschsalon, Lounge-Area, Terrasse,...",0,,802,0
Laubacher Str. 88,100,0,2020-07-01,0000-00-00,1,1,0,0,,0,0,1,0,1920,2,,,6,,,2,10,0,"Die Wohnung  befindet sich in der Nähe der U Bahn Rüdesheimer Platz, 5 Minuten Fußweg entfernt. 7 Minuten entfernt ist U und SBahn Bundesplatz, der Bus 101 fährt praktisch vor der Tür. 5 U Bahn Staionen zum Ku’damm, FU Thielplatz direkt per U Bahn unweit.
Citynah und im Grünen, beste Fahrrad Gegend.","Wir leben auf Lanzarote und sind am besten per email zu erreichen. Die Wohnung wird zur Zeit noch von einer Freundin bewohnt und kann in der folgenden Woche besichtigt werden. Für weitere Fragen stehen wir auch gern telefonisch zur Verfügung, wir rufen gern zurück. Unsere bisherigen Untermieter waren froh und glücklich in der Wohnung , leben heute wieder in der Heimat und sind Freunde geworden.","Liebe Interessenten, die Wohnung wird nur an eine Einzel Person vermietet. Es ist ein sehr ruhiges Haus in einer sehr ruhigen Lage. Keine WG Möglichkeit. Wir selbst leben im Süden und vermieten 2 Zimmer unserer schönen Altbau Wohnung dauerhaft. Ab und zu kommen wir nach Berlin und nutzen dann ein Zimmer für uns. Die Wohnung hat einen kleinen Garten, der von der Küche aus zu betreten ist. Ein grosses Bad mit Fenster, schöne Küche etc.",1,1,52.468812,13.319960,1,0,2,4,,,,,,,800,1000,1,1,,0,50,2,7974963,,,1,1,0,,,,,,14197,5,,1,1,,0,1,"2 große Zimmer in schöner Altbau Wohnung, Citynah im Grünen",0,,850,1
Rudolstädter strasse 111,70,0,2020-06-05,0000-00-00,0,0,0,0,,0,0,0,0,,,,,,,,1,3,0,,,Sehr ruhige Wohnung und schöne Wohnung. Ideal zum Kraft tanken. Gerne für Studierende und Berufstätige.,0,0,52.484383,13.307570,0,0,0,0,,,,,,,400,,0,0,,0,,2,7874934,,,1,0,0,,,,,,10713,3,,0,0,,0,0,Zimmer in einer  sehr ruhigen WG-Wohnung,0,,400,0
